old_path,proposed_relative_path,category,subject,variant,size,index,confidence,reason
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingSouth/Femalebakerwalkingsouth1.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingsouth1_32x32_0021.png","character","cp","femalebakerwalkingsouth1","32x32","0021","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingSouth/Femalebakerwalkingsouth2.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingsouth2_32x32_0022.png","character","cp","femalebakerwalkingsouth2","32x32","0022","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingSouth/Femalebakerwalkingsouth3.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingsouth3_32x32_0023.png","character","cp","femalebakerwalkingsouth3","32x32","0023","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingSouth/Femalebakerwalkingsouth4.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingsouth4_32x32_0024.png","character","cp","femalebakerwalkingsouth4","32x32","0024","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingSouth/Femalebakerwalkingsouth5.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingsouth5_32x32_0025.png","character","cp","femalebakerwalkingsouth5","32x32","0025","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingSouth/Femalebakerwalkingsouth6.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingsouth6_32x32_0026.png","character","cp","femalebakerwalkingsouth6","32x32","0026","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingSouth/Femalebakerwalkingsouth7.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingsouth7_32x32_0027.png","character","cp","femalebakerwalkingsouth7","32x32","0027","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingSouth/Femalebakerwalkingsouth8.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingsouth8_32x32_0028.png","character","cp","femalebakerwalkingsouth8","32x32","0028","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingWest/Femalebakerwalkingwest1.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingwest1_32x32_0029.png","character","cp","femalebakerwalkingwest1","32x32","0029","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingWest/Femalebakerwalkingwest2.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingwest2_32x32_0030.png","character","cp","femalebakerwalkingwest2","32x32","0030","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingWest/Femalebakerwalkingwest3.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingwest3_32x32_0031.png","character","cp","femalebakerwalkingwest3","32x32","0031","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingWest/Femalebakerwalkingwest4.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingwest4_32x32_0032.png","character","cp","femalebakerwalkingwest4","32x32","0032","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingWest/Femalebakerwalkingwest5.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingwest5_32x32_0033.png","character","cp","femalebakerwalkingwest5","32x32","0033","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingWest/Femalebakerwalkingwest6.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingwest6_32x32_0034.png","character","cp","femalebakerwalkingwest6","32x32","0034","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingWest/Femalebakerwalkingwest7.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingwest7_32x32_0035.png","character","cp","femalebakerwalkingwest7","32x32","0035","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleBaker/WalkingWest/Femalebakerwalkingwest8.png","assets/tilesets/character_pack/character/character_cp_femalebakerwalkingwest8_32x32_0036.png","character","cp","femalebakerwalkingwest8","32x32","0036","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/Idle/Idle1.png","assets/tilesets/character_pack/character/character_cp_idle1_32x32_0037.png","character","cp","idle1","32x32","0037","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/Idle/Idle2.png","assets/tilesets/character_pack/character/character_cp_idle2_32x32_0038.png","character","cp","idle2","32x32","0038","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/Idle/Idle3.png","assets/tilesets/character_pack/character/character_cp_idle3_32x32_0039.png","character","cp","idle3","32x32","0039","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/Idle/Idle4.png","assets/tilesets/character_pack/character/character_cp_idle4_32x32_0040.png","character","cp","idle4","32x32","0040","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingEast/Femalemaidwalkingeast1.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingeast1_32x32_0041.png","character","cp","femalemaidwalkingeast1","32x32","0041","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingEast/Femalemaidwalkingeast2.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingeast2_32x32_0042.png","character","cp","femalemaidwalkingeast2","32x32","0042","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingEast/Femalemaidwalkingeast3.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingeast3_32x32_0043.png","character","cp","femalemaidwalkingeast3","32x32","0043","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingEast/Femalemaidwalkingeast4.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingeast4_32x32_0044.png","character","cp","femalemaidwalkingeast4","32x32","0044","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingEast/Femalemaidwalkingeast5.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingeast5_32x32_0045.png","character","cp","femalemaidwalkingeast5","32x32","0045","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingEast/Femalemaidwalkingeast6.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingeast6_32x32_0046.png","character","cp","femalemaidwalkingeast6","32x32","0046","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingEast/Femalemaidwalkingeast7.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingeast7_32x32_0047.png","character","cp","femalemaidwalkingeast7","32x32","0047","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingEast/Femalemaidwalkingeast8.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingeast8_32x32_0048.png","character","cp","femalemaidwalkingeast8","32x32","0048","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingNorth/Femalemaidwalkingnorth1.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingnorth1_32x32_0049.png","character","cp","femalemaidwalkingnorth1","32x32","0049","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingNorth/Femalemaidwalkingnorth2.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingnorth2_32x32_0050.png","character","cp","femalemaidwalkingnorth2","32x32","0050","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingNorth/Femalemaidwalkingnorth3.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingnorth3_32x32_0051.png","character","cp","femalemaidwalkingnorth3","32x32","0051","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingNorth/Femalemaidwalkingnorth4.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingnorth4_32x32_0052.png","character","cp","femalemaidwalkingnorth4","32x32","0052","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingNorth/Femalemaidwalkingnorth5.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingnorth5_32x32_0053.png","character","cp","femalemaidwalkingnorth5","32x32","0053","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingNorth/Femalemaidwalkingnorth6.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingnorth6_32x32_0054.png","character","cp","femalemaidwalkingnorth6","32x32","0054","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingNorth/Femalemaidwalkingnorth7.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingnorth7_32x32_0055.png","character","cp","femalemaidwalkingnorth7","32x32","0055","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingNorth/Femalemaidwalkingnorth8.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingnorth8_32x32_0056.png","character","cp","femalemaidwalkingnorth8","32x32","0056","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingSouth/Femalemaidwalkingsouth1.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingsouth1_32x32_0057.png","character","cp","femalemaidwalkingsouth1","32x32","0057","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingSouth/Femalemaidwalkingsouth2.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingsouth2_32x32_0058.png","character","cp","femalemaidwalkingsouth2","32x32","0058","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingSouth/Femalemaidwalkingsouth3.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingsouth3_32x32_0059.png","character","cp","femalemaidwalkingsouth3","32x32","0059","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingSouth/Femalemaidwalkingsouth4.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingsouth4_32x32_0060.png","character","cp","femalemaidwalkingsouth4","32x32","0060","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingSouth/Femalemaidwalkingsouth5.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingsouth5_32x32_0061.png","character","cp","femalemaidwalkingsouth5","32x32","0061","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingSouth/Femalemaidwalkingsouth6.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingsouth6_32x32_0062.png","character","cp","femalemaidwalkingsouth6","32x32","0062","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingSouth/Femalemaidwalkingsouth7.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingsouth7_32x32_0063.png","character","cp","femalemaidwalkingsouth7","32x32","0063","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingSouth/Femalemaidwalkingsouth8.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingsouth8_32x32_0064.png","character","cp","femalemaidwalkingsouth8","32x32","0064","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingWest/Femalemaidwalkingwest1.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingwest1_32x32_0065.png","character","cp","femalemaidwalkingwest1","32x32","0065","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingWest/Femalemaidwalkingwest2.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingwest2_32x32_0066.png","character","cp","femalemaidwalkingwest2","32x32","0066","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingWest/Femalemaidwalkingwest3.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingwest3_32x32_0067.png","character","cp","femalemaidwalkingwest3","32x32","0067","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingWest/Femalemaidwalkingwest4.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingwest4_32x32_0068.png","character","cp","femalemaidwalkingwest4","32x32","0068","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingWest/Femalemaidwalkingwest5.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingwest5_32x32_0069.png","character","cp","femalemaidwalkingwest5","32x32","0069","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingWest/Femalemaidwalkingwest6.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingwest6_32x32_0070.png","character","cp","femalemaidwalkingwest6","32x32","0070","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingWest/Femalemaidwalkingwest7.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingwest7_32x32_0071.png","character","cp","femalemaidwalkingwest7","32x32","0071","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleCafeMaid/WalkingWest/Femalemaidwalkingwest8.png","assets/tilesets/character_pack/character/character_cp_femalemaidwalkingwest8_32x32_0072.png","character","cp","femalemaidwalkingwest8","32x32","0072","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/Idle/Femaleelder1.png","assets/tilesets/character_pack/character/character_cp_femaleelder1_32x32_0073.png","character","cp","femaleelder1","32x32","0073","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/Idle/Femaleelder2.png","assets/tilesets/character_pack/character/character_cp_femaleelder2_32x32_0074.png","character","cp","femaleelder2","32x32","0074","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/Idle/Femaleelder3.png","assets/tilesets/character_pack/character/character_cp_femaleelder3_32x32_0075.png","character","cp","femaleelder3","32x32","0075","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/Idle/Femaleelder4.png","assets/tilesets/character_pack/character/character_cp_femaleelder4_32x32_0076.png","character","cp","femaleelder4","32x32","0076","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingEast/Femaleelderwalkingeast1.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingeast1_32x32_0077.png","character","cp","femaleelderwalkingeast1","32x32","0077","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingEast/Femaleelderwalkingeast2.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingeast2_32x32_0078.png","character","cp","femaleelderwalkingeast2","32x32","0078","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingEast/Femaleelderwalkingeast3.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingeast3_32x32_0079.png","character","cp","femaleelderwalkingeast3","32x32","0079","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingEast/Femaleelderwalkingeast4.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingeast4_32x32_0080.png","character","cp","femaleelderwalkingeast4","32x32","0080","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingEast/Femaleelderwalkingeast5.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingeast5_32x32_0081.png","character","cp","femaleelderwalkingeast5","32x32","0081","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingEast/Femaleelderwalkingeast6.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingeast6_32x32_0082.png","character","cp","femaleelderwalkingeast6","32x32","0082","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingEast/Femaleelderwalkingeast7.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingeast7_32x32_0083.png","character","cp","femaleelderwalkingeast7","32x32","0083","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingEast/Femaleelderwalkingeast8.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingeast8_32x32_0084.png","character","cp","femaleelderwalkingeast8","32x32","0084","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingNorth/Femaleelderwalkingnorth1.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingnorth1_32x32_0085.png","character","cp","femaleelderwalkingnorth1","32x32","0085","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingNorth/Femaleelderwalkingnorth2.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingnorth2_32x32_0086.png","character","cp","femaleelderwalkingnorth2","32x32","0086","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingNorth/Femaleelderwalkingnorth3.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingnorth3_32x32_0087.png","character","cp","femaleelderwalkingnorth3","32x32","0087","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingNorth/Femaleelderwalkingnorth4.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingnorth4_32x32_0088.png","character","cp","femaleelderwalkingnorth4","32x32","0088","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingNorth/Femaleelderwalkingnorth5.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingnorth5_32x32_0089.png","character","cp","femaleelderwalkingnorth5","32x32","0089","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingNorth/Femaleelderwalkingnorth6.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingnorth6_32x32_0090.png","character","cp","femaleelderwalkingnorth6","32x32","0090","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingNorth/Femaleelderwalkingnorth7.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingnorth7_32x32_0091.png","character","cp","femaleelderwalkingnorth7","32x32","0091","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingNorth/Femaleelderwalkingnorth8.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingnorth8_32x32_0092.png","character","cp","femaleelderwalkingnorth8","32x32","0092","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingSouth/Femaleelderwalkingsouth1.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingsouth1_32x32_0093.png","character","cp","femaleelderwalkingsouth1","32x32","0093","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingSouth/Femaleelderwalkingsouth2.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingsouth2_32x32_0094.png","character","cp","femaleelderwalkingsouth2","32x32","0094","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingSouth/Femaleelderwalkingsouth3.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingsouth3_32x32_0095.png","character","cp","femaleelderwalkingsouth3","32x32","0095","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingSouth/Femaleelderwalkingsouth4.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingsouth4_32x32_0096.png","character","cp","femaleelderwalkingsouth4","32x32","0096","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingSouth/Femaleelderwalkingsouth5.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingsouth5_32x32_0097.png","character","cp","femaleelderwalkingsouth5","32x32","0097","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingSouth/Femaleelderwalkingsouth6.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingsouth6_32x32_0098.png","character","cp","femaleelderwalkingsouth6","32x32","0098","high","pack-default"
"assets/references/GuttyKreum_Characterpackv8/Blackoutlinecharacters/FemaleElder/WalkingSouth/Femaleelderwalkingsouth7.png","assets/tilesets/character_pack/character/character_cp_femaleelderwalkingsouth7_32x32_0099.png","character","cp","femaleelderwalkingsouth7","32x32","0099","high","pack-default"
