path,category,pack_code,source_id,suggested_variant
assets/tilesets/train_station/station/station_ts_gk_ts_332_32x32_1662.png,station,ts,332,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_333_32x32_1663.png,station,ts,333,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_339_32x32_1669.png,station,ts,339,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_340_32x32_1670.png,station,ts,340,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_341_32x32_1671.png,station,ts,341,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_342_32x32_1672.png,station,ts,342,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_343_32x32_1673.png,station,ts,343,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_355_32x32_1685.png,station,ts,355,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_356_32x32_1686.png,station,ts,356,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_357_32x32_1687.png,station,ts,357,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_358_32x32_1688.png,station,ts,358,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_370_32x32_1700.png,station,ts,370,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_371_32x32_1701.png,station,ts,371,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_372_32x32_1702.png,station,ts,372,station_cluster_02
assets/tilesets/train_station/station/station_ts_gk_ts_018_32x32_1348.png,station,ts,018,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_051_32x32_1381.png,station,ts,051,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_129_32x32_1459.png,station,ts,129,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_139_32x32_1469.png,station,ts,139,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_152_32x32_1482.png,station,ts,152,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_164_32x32_1494.png,station,ts,164,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_165_32x32_1495.png,station,ts,165,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_166_32x32_1496.png,station,ts,166,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_180_32x32_1510.png,station,ts,180,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_225_32x32_1555.png,station,ts,225,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_252_32x32_1582.png,station,ts,252,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_253_32x32_1583.png,station,ts,253,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_256_32x32_1586.png,station,ts,256,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_258_32x32_1588.png,station,ts,258,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_260_32x32_1590.png,station,ts,260,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_261_32x32_1591.png,station,ts,261,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_268_32x32_1598.png,station,ts,268,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_269_32x32_1599.png,station,ts,269,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_270_32x32_1600.png,station,ts,270,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_271_32x32_1601.png,station,ts,271,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_272_32x32_1602.png,station,ts,272,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_273_32x32_1603.png,station,ts,273,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_274_32x32_1604.png,station,ts,274,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_275_32x32_1605.png,station,ts,275,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_276_32x32_1606.png,station,ts,276,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_277_32x32_1607.png,station,ts,277,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_278_32x32_1608.png,station,ts,278,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_279_32x32_1609.png,station,ts,279,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_317_32x32_1647.png,station,ts,317,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_318_32x32_1648.png,station,ts,318,station_cluster_03
assets/tilesets/train_station/station/station_ts_gk_ts_017_32x32_1347.png,station,ts,017,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_027_32x32_1357.png,station,ts,027,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_028_32x32_1358.png,station,ts,028,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_029_32x32_1359.png,station,ts,029,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_030_32x32_1360.png,station,ts,030,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_031_32x32_1361.png,station,ts,031,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_032_32x32_1362.png,station,ts,032,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_033_32x32_1363.png,station,ts,033,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_034_32x32_1364.png,station,ts,034,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_035_32x32_1365.png,station,ts,035,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_036_32x32_1366.png,station,ts,036,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_037_32x32_1367.png,station,ts,037,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_038_32x32_1368.png,station,ts,038,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_092_32x32_1422.png,station,ts,092,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_098_32x32_1428.png,station,ts,098,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_121_32x32_1451.png,station,ts,121,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_132_32x32_1462.png,station,ts,132,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_234_32x32_1564.png,station,ts,234,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_235_32x32_1565.png,station,ts,235,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_236_32x32_1566.png,station,ts,236,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_237_32x32_1567.png,station,ts,237,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_238_32x32_1568.png,station,ts,238,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_239_32x32_1569.png,station,ts,239,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_240_32x32_1570.png,station,ts,240,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_241_32x32_1571.png,station,ts,241,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_242_32x32_1572.png,station,ts,242,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_243_32x32_1573.png,station,ts,243,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_244_32x32_1574.png,station,ts,244,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_245_32x32_1575.png,station,ts,245,station_cluster_04
assets/tilesets/train_station/station/station_ts_gk_ts_088_32x32_1418.png,station,ts,088,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_131_32x32_1461.png,station,ts,131,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_140_32x32_1470.png,station,ts,140,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_141_32x32_1471.png,station,ts,141,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_142_32x32_1472.png,station,ts,142,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_143_32x32_1473.png,station,ts,143,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_160_32x32_1490.png,station,ts,160,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_161_32x32_1491.png,station,ts,161,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_162_32x32_1492.png,station,ts,162,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_163_32x32_1493.png,station,ts,163,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_169_32x32_1499.png,station,ts,169,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_170_32x32_1500.png,station,ts,170,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_171_32x32_1501.png,station,ts,171,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_172_32x32_1502.png,station,ts,172,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_293_32x32_1623.png,station,ts,293,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_305_32x32_1635.png,station,ts,305,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_306_32x32_1636.png,station,ts,306,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_307_32x32_1637.png,station,ts,307,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_328_32x32_1658.png,station,ts,328,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_329_32x32_1659.png,station,ts,329,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_330_32x32_1660.png,station,ts,330,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_331_32x32_1661.png,station,ts,331,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_366_32x32_1696.png,station,ts,366,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_367_32x32_1697.png,station,ts,367,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_368_32x32_1698.png,station,ts,368,station_cluster_05
assets/tilesets/train_station/station/station_ts_gk_ts_015_32x32_1345.png,station,ts,015,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_135_32x32_1465.png,station,ts,135,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_136_32x32_1466.png,station,ts,136,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_138_32x32_1468.png,station,ts,138,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_205_32x32_1535.png,station,ts,205,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_262_32x32_1592.png,station,ts,262,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_304_32x32_1634.png,station,ts,304,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_322_32x32_1652.png,station,ts,322,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_361_32x32_1691.png,station,ts,361,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_362_32x32_1692.png,station,ts,362,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_364_32x32_1694.png,station,ts,364,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_365_32x32_1695.png,station,ts,365,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_373_32x32_1703.png,station,ts,373,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_374_32x32_1704.png,station,ts,374,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_375_32x32_1705.png,station,ts,375,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_377_32x32_1707.png,station,ts,377,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_378_32x32_1708.png,station,ts,378,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_380_32x32_1710.png,station,ts,380,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_381_32x32_1711.png,station,ts,381,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_384_32x32_1714.png,station,ts,384,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_385_32x32_1715.png,station,ts,385,station_cluster_06
assets/tilesets/train_station/station/station_ts_gk_ts_043_32x32_1373.png,station,ts,043,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_063_32x32_1393.png,station,ts,063,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_144_32x32_1474.png,station,ts,144,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_146_32x32_1476.png,station,ts,146,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_183_32x32_1513.png,station,ts,183,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_184_32x32_1514.png,station,ts,184,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_186_32x32_1516.png,station,ts,186,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_187_32x32_1517.png,station,ts,187,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_188_32x32_1518.png,station,ts,188,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_189_32x32_1519.png,station,ts,189,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_190_32x32_1520.png,station,ts,190,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_191_32x32_1521.png,station,ts,191,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_192_32x32_1522.png,station,ts,192,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_193_32x32_1523.png,station,ts,193,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_194_32x32_1524.png,station,ts,194,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_215_32x32_1545.png,station,ts,215,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_216_32x32_1546.png,station,ts,216,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_231_32x32_1561.png,station,ts,231,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_263_32x32_1593.png,station,ts,263,station_cluster_07
assets/tilesets/train_station/station/station_ts_gk_ts_054_32x32_1384.png,station,ts,054,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_057_32x32_1387.png,station,ts,057,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_133_32x32_1463.png,station,ts,133,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_134_32x32_1464.png,station,ts,134,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_312_32x32_1642.png,station,ts,312,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_313_32x32_1643.png,station,ts,313,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_314_32x32_1644.png,station,ts,314,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_315_32x32_1645.png,station,ts,315,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_316_32x32_1646.png,station,ts,316,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_319_32x32_1649.png,station,ts,319,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_320_32x32_1650.png,station,ts,320,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_344_32x32_1674.png,station,ts,344,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_345_32x32_1675.png,station,ts,345,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_346_32x32_1676.png,station,ts,346,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_347_32x32_1677.png,station,ts,347,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_348_32x32_1678.png,station,ts,348,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_352_32x32_1682.png,station,ts,352,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_353_32x32_1683.png,station,ts,353,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_354_32x32_1684.png,station,ts,354,station_cluster_08
assets/tilesets/train_station/station/station_ts_gk_ts_067_32x32_1397.png,station,ts,067,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_068_32x32_1398.png,station,ts,068,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_069_32x32_1399.png,station,ts,069,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_070_32x32_1400.png,station,ts,070,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_071_32x32_1401.png,station,ts,071,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_072_32x32_1402.png,station,ts,072,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_073_32x32_1403.png,station,ts,073,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_074_32x32_1404.png,station,ts,074,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_075_32x32_1405.png,station,ts,075,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_076_32x32_1406.png,station,ts,076,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_077_32x32_1407.png,station,ts,077,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_078_32x32_1408.png,station,ts,078,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_130_32x32_1460.png,station,ts,130,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_167_32x32_1497.png,station,ts,167,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_168_32x32_1498.png,station,ts,168,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_185_32x32_1515.png,station,ts,185,station_cluster_09
assets/tilesets/train_station/station/station_ts_gk_ts_020_32x32_1350.png,station,ts,020,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_021_32x32_1351.png,station,ts,021,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_022_32x32_1352.png,station,ts,022,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_023_32x32_1353.png,station,ts,023,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_024_32x32_1354.png,station,ts,024,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_025_32x32_1355.png,station,ts,025,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_286_32x32_1616.png,station,ts,286,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_287_32x32_1617.png,station,ts,287,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_288_32x32_1618.png,station,ts,288,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_289_32x32_1619.png,station,ts,289,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_290_32x32_1620.png,station,ts,290,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_334_32x32_1664.png,station,ts,334,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_335_32x32_1665.png,station,ts,335,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_336_32x32_1666.png,station,ts,336,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_337_32x32_1667.png,station,ts,337,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_338_32x32_1668.png,station,ts,338,station_cluster_10
assets/tilesets/train_station/station/station_ts_gk_ts_014_32x32_1344.png,station,ts,014,station_cluster_11
assets/tilesets/train_station/station/station_ts_gk_ts_016_32x32_1346.png,station,ts,016,station_cluster_11
assets/tilesets/train_station/station/station_ts_gk_ts_045_32x32_1375.png,station,ts,045,station_cluster_11
